"mixture","lab","polarity","compound","adduct","source","areaUnderTic","xicFwhm","maxIntensity","apex_rt","snr","baseline","noise","n_scans_in_shape","prior_kind","detection","sample","aligned_rt","decile","factor_global","factor_decile","factor_loess","maxIntensity_global","maxIntensity_decile","maxIntensity_loess","areaUnderTic_global","areaUnderTic_decile","areaUnderTic_loess"
"1.2","afekta","neg","IMP","[M - H]-","own",3772822.59925059,5.98400000004,282594.15625,28.914,84.1219958051482,20361.64453125,3117.28828125,5,"own","detected",21,28.4706522335101,1,1.17379861679631,0.692868208189322,NA,331708.629720971,195800.506685711,NA,4428533.94841822,2614068.83415894,NA
"1.2","afekta","neg","L-alpha-aminobutyric acid","[M - H]-","consensus",167299.102345845,1.197,47153.29296875,25.92199999998,296.135618022451,380.716766357422,157.943095513916,4,"consensus","detected",21,NA,NA,1.17379861679631,NA,NA,55348.4700641101,NA,NA,196375.454924818,NA,NA
"1.2","afekta","neg","L-homocitrulline","[M - H]-","own",747683.571742756,1.79599999998,344008.4375,25.92199999998,51033.0552563619,239.183822631836,6.73620758056639,4,"own","detected",21,NA,NA,1.17379861679631,NA,NA,403796.628103761,NA,NA,877629.942312975,NA,NA
"1.2","afekta","neg","N-acetyl-L-aspartic acid","[M - H]-","consensus",6059595.89750808,1.79500000002,1895081,31.308,8362.98985149893,591.3759765625,226.53257479248,5,"consensus","detected",21,30.1994784029807,1,1.17379861679631,0.692868208189322,0.996203999737856,2224443.45651698,1313041.37684363,1887887.27202722,7112745.2828396,4198501.35185779,6036593.66989265
"1.2","afekta","neg","N-acetyl-L-glutamine","[M - H]-","own",2348812.2655382,0.598999999979998,1026779.125,28.914,10800.6345690464,327.289459228516,95.0362526367187,4,"own","detected",21,28.4706522335101,1,1.17379861679631,0.692868208189322,NA,1205231.91668033,711422.61254495,NA,2757032.58840296,1627417.34579656,NA
"1.2","afekta","neg","NAD zwitterion","[M - H]-","own",578331.256216975,4.18900000002,81626.859375,28.31599999998,363.813634295184,542.131530761719,222.874351593018,5,"own","detected",21,27.972305749957,1,1.17379861679631,0.692868208189322,NA,95813.4946278023,56556.655795278,NA,678844.42859756,400707.341234935,NA
"1.2","afekta","neg","cytidine 5'-monophosphate","[M - H]-","consensus",1150143.56490634,13.16600000004,18318.630859375,31.90600000002,40.3835207207969,866.322052001953,432.164122787476,5,"consensus","detected",21,30.5940185548657,1,1.17379861679631,0.692868208189322,0.996745138864129,21502.3835643367,12692.3969400168,18259.0062597285,1350036.92560424,796897.910977135,1146400.00731625
"1.3","afekta","neg","2-aminoisobutyric acid","[M - H]-","consensus",131425.719582587,1.197,20972.630859375,25.383,436.519076781924,262.773933410645,47.4431886886597,4,"consensus","detected",22,NA,NA,1.22753099472089,NA,NA,25744.5544207225,NA,NA,161329.144291121,NA,NA
"1.3","afekta","neg","D-alanine","[M - H]-","consensus",91915.7044970126,4.18999999998,22618.0078125,24.78400000002,255.867025470624,278.713134765625,87.3082204971313,3,"consensus","detected",22,NA,NA,1.22753099472089,NA,NA,27764.3056286829,NA,NA,112829.376171689,NA,NA
"1.3","afekta","neg","D-asparagine","[M - H]-","consensus",NA,NA,NA,40.344,3.6336719793333,282.980514526367,41.5818331100464,5,"consensus","below_detection",22,36.8811288370743,2,1.22753099472089,1.59095231646068,1.22248177040336,NA,NA,NA,NA,NA,NA
"1.3","afekta","neg","D-glucopyranose 6-phosphate","[M - H]-","own",2715778.54568341,5.38599999996,232857.703125,27.777,98.9773167925447,12511.328125,2226.23104101562,5,"consensus","detected",22,27.4905561749664,1,1.22753099472089,1.10098112417356,NA,285840.047945452,256371.935759037,NA,3333702.3396244,2990020.91623297,NA
"1.3","afekta","neg","L-arginine","[M - H]-","own",233682.905243027,1.19600000004,83749.6484375,24.186,8917.79724856004,243.573532104492,9.36397998046875,5,"own","detected",22,NA,NA,1.22753099472089,NA,NA,102805.289254009,NA,NA,286853.009122239,NA,NA
"1.3","afekta","neg","L-dopa","[M - H]-","own",297599.251670432,1.197,142023.703125,30.16999999998,2464.86838115751,314.321807861328,57.4916625976562,4,"consensus","detected",22,29.4187520546165,1,1.22753099472089,1.10098112417356,1.2124106728035,174338.497570975,156365.416325855,172191.053459825,365312.305431197,327651.158657324,360812.508943566
"1.3","afekta","neg","L-ornithine","[M - H]-","consensus",44521.6630867466,1.19600000004,18950.6328125,24.186,484.026111665615,275.13362121582,38.5836605529785,4,"consensus","detected",22,NA,NA,1.22753099472089,NA,NA,23262.4891469184,NA,NA,54651.7213755022,NA,NA
"1.3","afekta","neg","N(2)-acetyl-L-lysine","[M - H]-","consensus",1263273.7872247,1.79500000002,485785.59375,26.58,23540.6904293623,278.915100097656,20.6241477966309,4,"consensus","detected",22,26.2959243884778,1,1.22753099472089,1.10098112417356,NA,596316.873117013,534840.769114197,NA,1550707.72863676,1390840.59439765,NA
"1.3","afekta","neg","N-acetyl-L-glutamic acid","[M - H]-","consensus",6583659.47555244,49.671,2941.34448242188,55.90300000002,32.1112829703677,309.014709472656,81.9752289367676,5,"consensus","detected",22,51.6818251088033,2,1.22753099472089,1.59095231646068,1.24289026521104,3610.59151832412,4679.53881781794,3655.76842383435,8081646.06492847,10474288.2934185,8182766.27162853
"1.3","afekta","neg","N-acetyl-beta-neuraminic acid","[M - H]-","consensus",2444910.59548844,16.158,7665.27099609375,33.16300000002,167.39275413801,249.30884552002,44.3027667999267,5,"consensus","detected",22,31.4197603668528,1,1.22753099472089,1.10098112417356,1.21520705900434,9409.35773064011,8439.31867837431,9314.89142363437,3001203.53528356,2691800.41592472,2971072.61427206
"1.3","afekta","neg","N-carbamoylaspartic acid","[M - H]-","consensus",2182411.0919776,1.79599999998,779969,28.37500000002,4625.65258343974,484.522094726562,168.513407318115,5,"consensus","detected",22,28.0230796335022,1,1.22753099472089,1.10098112417356,NA,957436.122421454,858731.146440531,NA,2678977.25862516,2402793.41745435,NA
"1.3","afekta","neg","UDP","[M - H]-","consensus",NA,NA,NA,57.10000000002,-0.34312392083682,405.818176269531,157.194149047852,5,"consensus","below_detection",22,52.9061802730687,2,1.22753099472089,1.59095231646068,1.24476322848098,NA,NA,NA,NA,NA,NA
"1.3","afekta","neg","UDP-alpha-D-glucose","[M - H]-","consensus",2332573.69818448,18.55099999998,94501.4453125,37.95,46.0282804041496,8243.6201171875,1874.0179828125,5,"consensus","detected",22,34.9203666232521,2,1.22753099472089,1.59095231646068,1.21991156290946,116003.453167014,150347.293328804,115283.405848375,2863306.51199217,3711013.52844186,2845533.62575373
"1.3","afekta","neg","guanosine","[M - H]-","consensus",1764050.54520823,36.50500000002,1103.81274414062,60.69100000002,9.97691211695676,258.329879760742,84.7439422607422,3,"consensus","detected",22,56.630751202032,2,1.22753099472089,1.59095231646068,1.25051583868704,1354.96435580053,1756.11344222934,1380.33531949245,2165426.72049738,2806520.30125276,2205973.1470274
"1.3","afekta","neg","isocitric acid","[M - H]-","own",3089609.89569573,2.99200000002,547562.875,28.974,369.253385699497,5875.30029296875,1466.98065795898,5,"own","detected",22,28.5187673409188,1,1.22753099472089,1.10098112417356,NA,672150.400620978,602856.389673209,NA,3792591.90856287,3401602.17622085,NA
"1.4","afekta","neg","2'-deoxyadenosine 5'-monophosphate","[M - H]-","own",778804.333059511,1.79499999996,243365.03125,28.40899999998,895.157321980926,755.987167358398,271.023917388916,4,"own","detected",23,28.0521722236838,1,1.12713485603749,1.01424163182138,NA,274305.209462528,246830.946423261,NA,877817.509824407,789895.777631838,NA
"1.4","afekta","neg","2'-deoxyguanosine 5'-monophosphate","[M - H]-","own",1802880.05329148,2.99199999996,238311.59375,30.20500000002,172.38990567156,6351.67138671875,1345.55397231445,5,"own","detected",23,29.4436468515109,1,1.12713485603749,1.01424163182138,1.58117929037554,268609.303913472,241705.539726953,376813.356693888,2032088.94931956,1828556.00722856,2850676.60329563
"1.4","afekta","neg","D-arabinitol","[M - H]-","consensus",874695.437701794,2.39299999998,298374.0625,24.819,4082.66643504106,318.366302490234,73.0051550720215,3,"consensus","detected",23,NA,NA,1.12713485603749,NA,NA,336307.805981259,NA,NA,985899.716250662,NA,NA
"1.4","afekta","neg","D-lysine","[M - H]-","consensus",91295.2693746381,1.79599999998,36178.68359375,24.22000000002,580.68203557856,263.858322143555,61.8493824005127,4,"consensus","detected",23,NA,NA,1.12713485603749,NA,NA,40778.2553240674,NA,NA,102902.080303487,NA,NA
"1.4","afekta","neg","L-homoarginine","[M - H]-","own",249710.275063154,1.79500000002,80067.359375,24.22000000002,1604.93911884506,257.600006103516,49.7275930480957,4,"own","detected",23,NA,NA,1.12713485603749,NA,NA,90246.7115824427,NA,NA,281457.154934391,NA,NA
"1.4","afekta","neg","N(2)-phenylacetyl-L-glutamine","[M - H]-","own",6838417.27167117,1.79500000002,2962632.5,173.83000000002,47078.4918233602,298.926666259766,62.92328956604,4,"own","detected",23,175.975983047928,4,1.12713485603749,0.861907553601951,1.0913113103594,3339286.35637949,2553515.33029663,3233154.35568836,7707818.46702938,5894083.50113543,7462842.11353185
"1.4","afekta","neg","N-acetyl-L-serine","[M - H]-","consensus",1936280.14213764,1.79499999996,912545.3125,28.40899999998,37839.2925537687,276.445007324219,24.1090360290527,4,"consensus","detected",23,28.0521722236838,1,1.12713485603749,1.01424163182138,NA,1028561.62943238,925541.446860949,NA,2182448.83925656,1963855.93102501,NA
"1.4","afekta","neg","N-benzoylglycine","[M - H]-","consensus",2876348.47001546,1.79499999996,1219572,164.25499999998,25585.6406906292,308.138000488281,47.6542243652344,4,"consensus","detected",23,166.848507289162,4,1.12713485603749,0.861907553601951,1.11135312395658,1374622.11064736,1051158.31896144,1355375.15208998,3242032.61866454,2479146.47309774,3196638.85773942
"1.4","afekta","neg","O-phospho-L-serine","[M - H]-","own",2218292.33400204,34.11099999996,36257.1953125,47.559,21.060229153483,8484.9482421875,1318.70583496094,5,"own","detected",23,43.4189769238602,2,1.12713485603749,2.97074355238039,1.51518624772583,40866.7486188779,107710.829202006,54936.4037186094,2500314.61053446,6589977.6485314,3361126.03791553
"1.4","afekta","neg","O-phosphoethanolamine","[M - H]-","consensus",1200459.40343576,1.79500000002,414629.90625,25.41700000002,1346.4630928781,774.952697753906,307.364498693848,4,"consensus","detected",23,NA,NA,1.12713485603749,NA,NA,467343.819689933,NA,NA,1353079.63687042,NA,NA
"1.4","afekta","neg","UDP-alpha-D-glucose","[M - H]-","own",3070505.29761964,9.57500000004,195178.765625,33.795,45.4807526694721,10252.48046875,4066.03396606445,5,"own","detected",23,31.8460785411783,1,1.12713485603749,1.01424163182138,1.57015024188832,219992.78989431,197958.429744382,306459.986057558,3460873.54659487,3114234.30357393,4821154.63577685
"1.4","afekta","neg","citric acid","[M - H]-","own",3459088.37451367,49.671,17390.9765625,52.94500000002,9.29744105164611,1145.02670288086,1747.35712432861,5,"own","detected",23,48.6957710010005,2,1.12713485603749,2.97074355238039,1.49159614496838,19601.9758641248,51664.1314926453,25940.3135978605,3898859.07702843,10276064.4857004,5159562.88452955
"1.4","afekta","neg","creatine","[M - H]-","consensus",95915.564339304,4.78699999998,1588.99096679688,29.60599999998,356.136373075125,237.980522155762,3.7935199737549,5,"consensus","detected",23,29.0072494204404,1,1.12713485603749,1.01424163182138,NA,1791.00710460548,1611.6207911135,NA,108109.775803336,97281.5584925641,NA
"1.4","afekta","neg","glutathione disulfide","[M - H]-","consensus",393244.836794075,31.119,10164.6865234375,40.37800000002,17.6637177896581,1755.4912109375,476.07165222168,5,"consensus","detected",23,36.9098542705582,2,1.12713485603749,2.97074355238039,1.5461050890433,11456.972481261,30196.6769514698,15715.6735624166,443239.962507377,1168229.56341288,607997.843407321
"1.4","afekta","neg","uridine","[M - H]-","consensus",NA,NA,NA,105.60799999998,0.253847376659601,386.312835693359,172.115028570557,5,"consensus","below_detection",23,106.642103837023,3,1.12713485603749,1.13377189491917,1.27941408171883,NA,NA,NA,NA,NA,NA
"1.5","afekta","neg","3-amino-L-alanine","[M - H]-","consensus",34415.7072750494,1.197,12859.271484375,23.99500000002,362.558154351024,211.771385192871,34.8840591430664,4,"consensus","detected",24,NA,NA,1.13726003004003,NA,NA,14624.3354746133,NA,NA,39139.6082894717,NA,NA
"1.5","afekta","neg","D-arginine","[M - H]-","consensus",150999.862912337,11.96899999998,1239.25805664062,31.77400000002,11.2197825477919,276.502227783203,85.8087779113769,5,"consensus","detected",24,30.5074123279297,1,1.13726003004003,0.951873789705195,1.1055547967011,1409.35865472247,1179.6172627972,1370.06768886952,171726.108631725,143732.811755331,166938.622743943
"1.5","afekta","neg","L-alanine","[M - H]-","consensus",986011.888056568,1.79600000004,385399.84375,37.75900000002,5014.95388231021,276.163452148438,76.7950592041016,5,"consensus","detected",24,34.7694683043466,2,1.13726003004003,1.32849248410428,1.10642265564557,438299.83788055,512000.795796839,426415.118607261,1121351.90943104,1309909.38252062,1090945.89168165
"1.5","afekta","neg","L-aspartic acid","[M - H]-","consensus",318337.13442373,1.197,161250.9375,25.78999999998,11352.6620933514,219.08332824707,14.1845016479492,3,"consensus","detected",24,NA,NA,1.13726003004003,NA,NA,183384.246025234,NA,NA,362032.09905759,NA,NA
"1.5","afekta","neg","L-glutamic acid","[M - H]-","own",366761.995002281,1.197,193149.265625,25.78999999998,3924.20809276637,255.862007141113,49.1547336578369,4,"consensus","detected",24,NA,NA,1.13726003004003,NA,NA,219660.939626898,NA,NA,417103.757453837,NA,NA
"1.5","afekta","neg","L-glutamine","[M - H]-","own",469862.561968308,0.598999999980002,240216.0625,25.191,2138.72351279286,285.238754272461,112.18412399292,4,"own","detected",24,NA,NA,1.13726003004003,NA,NA,273188.126454849,NA,NA,534355.911338766,NA,NA
"1.5","afekta","neg","L-serine","[M - H]-","consensus",NA,NA,NA,54.51499999998,0.0387913489121856,366.797760009766,1935.64323654175,5,"consensus","below_detection",24,50.2734881209051,2,1.13726003004003,1.32849248410428,1.10959839081033,NA,NA,NA,NA,NA,NA
"1.5","afekta","neg","N-acetyl-L-alanine","[M - H]-","consensus",5183430.79988364,1.197,2159626.5,37.75900000002,32488.5280592774,288.809005737305,66.46462059021,5,"consensus","detected",24,34.7694683043466,2,1.13726003004003,1.32849248410428,1.10642265564557,2456056.89826525,2869047.57372243,2389459.68733254,5894908.66718611,6886148.85952005,5735065.27096228
"1.5","afekta","neg","N-acetyl-L-tyrosine","[M - H]-","own",1586965.01739935,2.39300000004002,478756.75,133.509,7355.5263176783,258.595245361328,65.0528778076172,5,"own","detected",24,136.601360041578,4,1.13726003004003,1.16374027557632,1.12480613224015,544470.915886869,557148.512179022,538508.528251365,1804791.88336007,1846815.10667829,1785027.98322139
"1.5","afekta","neg","alpha-D-glucose 1-phosphate","[M - H]-","own",1449591.59914625,4.18900000002,153348.578125,26.98699999998,195.9657846719,4877.34521484375,757.638549804688,5,"consensus","detected",24,26.7222691123378,1,1.13726003004003,0.951873789705195,NA,174397.208565034,145968.492205747,NA,1648562.58559085,1379828.24900415,NA
"1.5","afekta","neg","cysteic acid","[M - H]-","consensus",979113.48040063,1.197,438911.90625,25.78999999998,9088.94507255412,273.630737304688,48.2606366317749,4,"consensus","detected",24,NA,NA,1.13726003004003,NA,NA,499156.967686804,NA,NA,1113506.62613302,NA,NA
"1.5","afekta","neg","cytidine","[M - H]-","consensus",374363.530624311,5.985,9513.1328125,29.979,108.601386150238,290.558074951172,84.9213353942871,5,"consensus","detected",24,29.2816495143345,1,1.13726003004003,0.951873789705195,1.10532788643728,10818.9057081186,9055.30178220321,10515.1309850378,425748.680083697,356346.83262278,413794.450064168
"1.5","afekta","neg","sn-glycerol 3-phosphate","[M - H]-","consensus",1061522.4826451,28.12699999998,16986.134765625,41.94799999998,36.4567801493715,1907.21557617188,413.610832543945,5,"consensus","detected",24,38.2608809997337,2,1.13726003004003,1.32849248410428,1.10718662806269,19317.6521338188,22565.9523701152,18806.8212749708,1207227.09050114,1410224.63990173,1175303.49817257
"1.6","afekta","neg","(6S)-5-formyltetrahydrofolic acid","[M - H]-","consensus",1840395.89773431,2.99199999996,458277.6875,166.953,2331.16353286447,515.956207275391,196.366202902222,5,"consensus","detected",25,169.426933676418,4,1.22376901797866,1.5089820646159,1.62206141832677,560826.035593405,691532.811051149,743354.555773762,2252219.48046227,2777124.40147375,2985235.18016168
"1.6","afekta","neg","3-chloro-L-tyrosine","[M - H]-","consensus",933464.88920763,2.39400000000001,317951.46875,53.24899999998,13868.7954194894,252.242950439453,22.9074851989746,5,"consensus","detected",25,48.9999691720011,2,1.22376901797866,1.17870283368414,0.930239870878079,389099.15667706,374770.297189659,295771.133235495,1142345.41078318,1100277.71005368,868346.258005726
"1.6","afekta","neg","D-serine","[M - H]-","consensus",681716.802420703,2.394,124834.65625,26.319,3183.56505703664,264.821891784668,39.1290368270874,4,"consensus","detected",25,NA,NA,1.22376901797866,NA,NA,152768.784688766,NA,NA,834263.901837935,NA,NA
"1.6","afekta","neg","L-arabinitol","[M - H]-","own",890765.960735321,2.394,297821.3125,26.319,17186.0419578103,246.684814453125,17.3149017333984,5,"own","detected",25,NA,NA,1.22376901797866,NA,NA,364464.49513124,NA,NA,1090091.78501788,NA,NA
"1.6","afekta","neg","L-histidine","[M - H]-","consensus",795102.32838305,37.70200000002,997.408813476562,37.689,57.5953338096537,220.25,13.4934336181641,5,"consensus","detected",25,34.7143807682114,2,1.22376901797866,1.17870283368414,0.861752090973892,1220.59800419147,1175.64859478636,859.519130569216,973021.59559787,937189.367533957,685181.094022304
"1.6","afekta","neg","L-methionine S-oxide","[M - H]-","consensus",186840.221888071,7.78000000002,1050.26342773438,31.70500000002,8.23525844454033,351.029418945312,84.9073545776367,5,"consensus","detected",25,30.4620570380606,1,1.22376901797866,0.653197213909997,0.842467332868773,1285.2798435774,686.02914486766,884.812628772998,228649.274858879,122043.512383614,157406.783406653
"1.6","afekta","neg","L-threonine","[M - H]-","consensus",1071241.249089,0.598999999980002,581146.875,25.122,11559.5468308302,255.111358642578,50.2521225219727,4,"consensus","detected",25,NA,NA,1.22376901797866,NA,NA,711189.540520116,NA,NA,1310951.85141588,NA,NA
"1.6","afekta","neg","N(alpha)-acetyl-L-arginine","[M - H]-","own",1994350.46286987,1.79500000002,842002.6875,27.516,17828.9745526787,277.140502929688,47.211102607727,4,"own","detected",25,27.2451334790788,1,1.22376901797866,0.653197213909997,NA,1030416.80201727,549993.80957973,NA,2440624.30745154,1302704.16590671,NA
"2.1","afekta","neg","2'-deoxyguanosine","[M - H]-","consensus",1854053.07518622,25.134,1085.13122558594,55.60300000002,21.0136267547078,243.285530090332,40.0618943756104,4,"consensus","detected",26,51.3763799779048,2,1.09037162424502,1.22062827542566,1.05045577252343,1183.19629696113,1324.54185649749,1139.88235986217,2021606.86302727,2263109.60771219,1947600.75539418
"2.1","afekta","neg","2,4-dihydroxypyrimidine-5-carboxylic acid","[M - H]-","consensus",5164373.85194962,2.99299999998,1327806.875,34.65799999998,4876.04587162118,508.875,272.207857543945,5,"consensus","detected",26,32.4467446934226,2,1.09037162424502,1.22062827542566,1.04424193470364,1447802.93897745,1620758.61592958,1386551.6200628,5631086.70515881,6303780.74855861,5392855.74269279
"2.1","afekta","neg","3-hydroxybenzyl alcohol","[M - H]-","consensus",28011.7680762872,7.77999999996,827.801635742188,108.26599999998,11.1528573476891,261.058242797852,50.8159815261841,5,"consensus","detected",26,109.614863355478,3,1.09037162424502,1.18265720481107,1.06482459015558,902.611414116893,979.005568664886,881.463537509297,30543.237055316,33128.3193349177,29827.6194613658
"2.1","afekta","neg","5,6-dihydroxyindole","[M - H]-","consensus",NA,NA,NA,115.44700000002,2.42407328960832,263.598419189453,20.5858383178711,5,"consensus","below_detection",26,117.542806842447,3,1.09037162424502,1.18265720481107,1.06839372364031,NA,NA,NA,NA,NA,NA
"2.1","afekta","neg","5-aminoimidazole-4-carboxamide","[M - H]-","consensus",784868.692329749,0.598000000020001,381357.40625,25.083,5245.15758307789,283.053558349609,72.6526032165527,4,"consensus","detected",26,NA,NA,1.09037162424502,NA,NA,415821.29447068,NA,NA,855798.550874652,NA,NA
"2.1","afekta","neg","5-methyl-2'-deoxycytidine","[M - H]-","consensus",644496.316295063,3.591,26956.6015625,32.26399999998,250.123148322648,431.359985351562,106.048727416992,4,"consensus","detected",26,30.8282902471546,1,1.09037162424502,0.859145854189993,1.04373116723465,29392.7134298289,23159.6524754734,28135.4452135074,702740.495218579,553716.338185626,672680.892485076
"2.1","afekta","neg","9H-xanthine","[M - H]-","consensus",NA,NA,NA,54.40600000002,2.97238924468761,240.076919555664,24.1252112457275,5,"consensus","below_detection",26,50.1634213261777,2,1.09037162424502,1.22062827542566,1.05018206875755,NA,NA,NA,NA,NA,NA
"2.1","afekta","neg","Gly-Phe","[M - H]-","consensus",2168531.76802898,1.79500000002001,703885.3125,96.297,11839.9148189386,272.557495117188,59.4271804962158,5,"consensus","detected",26,96.126512770717,3,1.09037162424502,1.18265720481107,1.0610765311191,767496.571472837,832455.036188815,746876.185693184,2364505.50613268,2564629.71932116,2300978.16604176
"2.1","afekta","neg","L-leucine","[M - H]-","consensus",NA,NA,NA,68.17000000002,-0.507393726010823,665.135375976562,738.240409851074,5,"consensus","below_detection",26,64.6068510729876,2,1.09037162424502,1.22062827542566,1.05399046703979,NA,NA,NA,NA,NA,NA
"2.1","afekta","neg","L-phenylalanine","[M - H]-","consensus",NA,NA,NA,95.1,4.65338357421622,779.459655761719,556.590793609619,3,"consensus","below_detection",26,94.7678881392844,3,1.09037162424502,1.18265720481107,1.06095873388282,NA,NA,NA,NA,NA,NA
